content_raw,content_clean,account_type,account_category,source_file,provisional_label,keyword_hits,strong_hits,medium_hits,reject_hits,match_score,final_label,review_decision,review_notes
Asian stock markets fall after oil slumps again  #business,Asian stock markets fall after oil slumps again #business,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarkets\\b', '\\bstock\\b']","['\\bbusiness\\b', '\\bmarkets\\b']",['\\bstock\\b'],[],22,,,
US Economy Added 280000 Jobs in May; Unemployment Rate 5.5% http://t.co/ApNWnC3aVg,US Economy Added 280000 Jobs in May; Unemployment Rate 5.5%,Right,RightTroll,IRAhandle_tweets_2.csv,Economy & Business,"['\\beconomy\\b', '\\bjobs\\b', '\\bunemployment\\b']","['\\beconomy\\b', '\\bjobs\\b', '\\bunemployment\\b']",[],[],30,,,
"US stocks edging lower as investors weigh economy, Greece  #business","US stocks edging lower as investors weigh economy, Greece #business",Right,RightTroll,IRAhandle_tweets_1.csv,Economy & Business,"['\\beconomy\\b', '\\bbusiness\\b', '\\bstocks\\b']","['\\beconomy\\b', '\\bbusiness\\b']",['\\bstocks\\b'],[],22,,,
US stocks slide further on global economic worries  #business,US stocks slide further on global economic worries #business,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\beconomic\\b', '\\bbusiness\\b', '\\bstocks\\b']","['\\beconomic\\b', '\\bbusiness\\b']",['\\bstocks\\b'],[],22,,,
"RR RT GOP: 1 million new jobs in 6 months 209k new jobs in July Unemployment rate at 16 yr low Thanks, POTUS! https://t.co/o3maRZgfLf","RR RT GOP: 1 million new jobs in 6 months 209k new jobs in July Unemployment rate at 16 yr low Thanks, POTUS!",Right,RightTroll,IRAhandle_tweets_5.csv,Economy & Business,"['\\bjobs\\b', '\\bunemployment\\b', '\\bmillion\\b']","['\\bjobs\\b', '\\bunemployment\\b']",['\\bmillion\\b'],[],22,,,
"#FakeNews outlets like @CNN want us to believe that the world is scared of @POTUS!  I guess that's better than focusing on a Stock Market of 24K, historically HIGH consumer confidence, historically LOW unemployment &amp; @Scotus that follows the Constitution!  https://t.co/yG0s8YM3JC","#FakeNews outlets like want us to believe that the world is scared of ! I guess that's better than focusing on a Stock Market of 24K, historically HIGH consumer confidence, historically LOW unemployment and that follows the Constitution!",Right,RightTroll,IRAhandle_tweets_2.csv,Economy & Business,"['\\bmarket\\b', '\\bunemployment\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bunemployment\\b']",['\\bstock\\b'],[],22,,,
Oklahoma oilman says US market quality reflected in price  #business #news,Oklahoma oilman says US market quality reflected in price #business #news,local,NewsFeed,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b', '\\bprice\\b']","['\\bbusiness\\b', '\\bmarket\\b', '\\bprice\\b']",[],[],30,,,
Asian stock markets mostly trading lower  #business,Asian stock markets mostly trading lower #business,local,NewsFeed,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarkets\\b', '\\bstock\\b', '\\btrading\\b']","['\\bbusiness\\b', '\\bmarkets\\b']","['\\bstock\\b', '\\btrading\\b']",[],24,,,
#jobb JOBS! JOBS! JOBS! Foxconn Announces Huge American Investment https://t.co/y19hXDPWAr #job https://t.co/zkZYlyQeQP,#jobb JOBS! JOBS! JOBS! Foxconn Announces Huge American Investment #job,Right,RightTroll,IRAhandle_tweets_4.csv,Economy & Business,"['\\bjobs\\b', '\\bjob\\b', '\\binvestment\\b']","['\\bjobs\\b', '\\bjob\\b', '\\binvestment\\b']",[],[],30,,,
Tech fueled job market powers record boom for Silicon Valley: report https://t.co/PnYmUOFBtB #business,Tech fueled job market powers record boom for Silicon Valley: report #business,local,NewsFeed,IRAhandle_tweets_6.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b', '\\bjob\\b']","['\\bbusiness\\b', '\\bmarket\\b', '\\bjob\\b']",[],[],30,,,
World Bank downgrades its forecast for 2016 global economy  #business,World Bank downgrades its forecast for 2016 global economy #business,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\beconomy\\b', '\\bbusiness\\b', '\\bbank\\b']","['\\beconomy\\b', '\\bbusiness\\b']",['\\bbank\\b'],[],22,,,
"Rising home prices lift US wealth, even as stocks fall  #business","Rising home prices lift US wealth, even as stocks fall #business",local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bprices\\b', '\\bstocks\\b']","['\\bbusiness\\b', '\\bprices\\b']",['\\bstocks\\b'],[],22,,,
"U.S, economy added 215,000 jobs in July  #business","U.S, economy added 215,000 jobs in July #business",local,NewsFeed,IRAhandle_tweets_5.csv,Economy & Business,"['\\beconomy\\b', '\\bbusiness\\b', '\\bjobs\\b']","['\\beconomy\\b', '\\bbusiness\\b', '\\bjobs\\b']",[],[],30,,,
"Higher prices, more sales mark Baltimore-area housing market https://t.co/OIWVQfrAx6","Higher prices, more sales mark Baltimore-area housing market",local,NewsFeed,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bsales\\b', '\\bprices\\b']","['\\bmarket\\b', '\\bsales\\b', '\\bprices\\b']",[],[],30,,,
#top RT PeeSparkle: Stock market UP✅ Wages UP✅ Unemployment DOWN✅  I 💖our POTUS realDonaldTrump  #Winning 🇺🇸 #Econ… https://t.co/AAhM4yIcvr,#top RT PeeSparkle: Stock market UP✅ Wages UP✅ Unemployment DOWN✅ I 💖our POTUS realDonaldTrump #Winning 🇺🇸 #Econ…,Right,RightTroll,IRAhandle_tweets_5.csv,Economy & Business,"['\\bmarket\\b', '\\bunemployment\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bunemployment\\b']",['\\bstock\\b'],[],22,,,
#topl RT Harlan: Can we just STOP w/ the Nazis?  All I care about: - Jobs - Economy - Trade - Infrastructure - Immigration - Regulations - …,#topl RT Harlan: Can we just STOP w/ the Nazis? All I care about: - Jobs - Economy - Trade - Infrastructure - Immigration - Regulations - …,Right,RightTroll,IRAhandle_tweets_5.csv,Economy & Business,"['\\beconomy\\b', '\\bjobs\\b', '\\btrade\\b']","['\\beconomy\\b', '\\bjobs\\b']",['\\btrade\\b'],[],22,,,
US stocks climb on strong June jobs report; banks rise  #business,US stocks climb on strong June jobs report; banks rise #business,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bjobs\\b', '\\bstocks\\b', '\\bbanks\\b']","['\\bbusiness\\b', '\\bjobs\\b']","['\\bstocks\\b', '\\bbanks\\b']",[],24,,,
"World stocks drift as investors avoid risk, await job data  #business","World stocks drift as investors avoid risk, await job data #business",local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bjob\\b', '\\bstocks\\b']","['\\bbusiness\\b', '\\bjob\\b']",['\\bstocks\\b'],[],22,,,
".@realDonaldTrump.  Stock markets breaking to new records today on the strong retail numbers from this weekend. Black Friday, Small Business Saturday and today’s Cyber Monday. *Tax Reform will only add to the economic wins. #maga.",". . Stock markets breaking to new records today on the strong retail numbers from this weekend. Black Friday, Small Business Saturday and today’s Cyber Monday. *Tax Reform will only add to the economic wins. #maga.",Right,RightTroll,IRAhandle_tweets_2.csv,Economy & Business,"['\\beconomic\\b', '\\bbusiness\\b', '\\bmarkets\\b', '\\bstock\\b']","['\\beconomic\\b', '\\bbusiness\\b', '\\bmarkets\\b']",['\\bstock\\b'],[],32,,,
"Over 1 million Michiganders owe their jobs to international trade through foreign investment, exports, and imports. https://t.co/6pQ9Ieqwhy","Over 1 million Michiganders owe their jobs to international trade through foreign investment, exports, and imports.",Right,RightTroll,IRAhandle_tweets_7.csv,Economy & Business,"['\\bjobs\\b', '\\binvestment\\b', '\\btrade\\b', '\\bmillion\\b']","['\\bjobs\\b', '\\binvestment\\b']","['\\btrade\\b', '\\bmillion\\b']",[],24,,,
"Highest Stock Market EVER, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, S.C.: No WH chaos!","Highest Stock Market EVER, best economic numbers in years, unemployment lowest in 17 years, wages raising, border secure, S.C.: No WH chaos!",Right,RightTroll,IRAhandle_tweets_8.csv,Economy & Business,"['\\beconomic\\b', '\\bmarket\\b', '\\bunemployment\\b', '\\bstock\\b']","['\\beconomic\\b', '\\bmarket\\b', '\\bunemployment\\b']",['\\bstock\\b'],[],32,,,
"Well here we have the answer to a healthier stock market, real job creation and an all around better economy, good… https://t.co/luxxSYrpsq","Well here we have the answer to a healthier stock market, real job creation and an all around better economy, good…",Right,RightTroll,IRAhandle_tweets_4.csv,Economy & Business,"['\\beconomy\\b', '\\bmarket\\b', '\\bjob\\b', '\\bstock\\b']","['\\beconomy\\b', '\\bmarket\\b', '\\bjob\\b']",['\\bstock\\b'],[],32,,,
Oil prices plunge and stocks hit lowest level since 2014  #business,Oil prices plunge and stocks hit lowest level since 2014 #business,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bprices\\b', '\\bstocks\\b']","['\\bbusiness\\b', '\\bprices\\b']",['\\bstocks\\b'],[],22,,,
"Bay Area homes: prices up, sales down from 2015 https://t.co/R8rmjXweOt #business","Bay Area homes: prices up, sales down from 2015 #business",local,NewsFeed,IRAhandle_tweets_6.csv,Economy & Business,"['\\bbusiness\\b', '\\bsales\\b', '\\bprices\\b']","['\\bbusiness\\b', '\\bsales\\b', '\\bprices\\b']",[],[],30,,,
"Bay Area job market evolves: 'Soft' tech jobs in, manufacturing out https://t.co/fsVeds5dyf #business","Bay Area job market evolves: 'Soft' tech jobs in, manufacturing out #business",local,NewsFeed,IRAhandle_tweets_6.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b', '\\bjobs\\b', '\\bjob\\b']","['\\bbusiness\\b', '\\bmarket\\b', '\\bjobs\\b', '\\bjob\\b']",[],[],40,,,
ManpowerGroup reports higher profit but less revenue  #business,ManpowerGroup reports higher profit but less revenue #business,local,NewsFeed,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b', '\\brevenue\\b']","['\\bbusiness\\b', '\\bprofit\\b', '\\brevenue\\b']",[],[],30,,,
"Trump deportation threats to constrict already-tight job market, could cost economy $5... https://t.co/S79rfQnLXW https://t.co/VauP2tSgVE","Trump deportation threats to constrict already-tight job market, could cost economy $5...",local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\beconomy\\b', '\\bmarket\\b', '\\bjob\\b']","['\\beconomy\\b', '\\bmarket\\b', '\\bjob\\b']",[],[],30,,,
We know that small businesses are the engines of our economy—the beating heart that creates jobs and prosperity and growth.,We know that small businesses are the engines of our economy—the beating heart that creates jobs and prosperity and growth.,Right,RightTroll,IRAhandle_tweets_4.csv,Economy & Business,"['\\beconomy\\b', '\\bbusinesses\\b', '\\bjobs\\b']","['\\beconomy\\b', '\\bbusinesses\\b', '\\bjobs\\b']",[],[],30,,,
Job openings rise as labor market strengthens  #business,Job openings rise as labor market strengthens #business,local,NewsFeed,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b', '\\bjob\\b']","['\\bbusiness\\b', '\\bmarket\\b', '\\bjob\\b']",[],[],30,,,
"""A few months ago, I took a major leap of faith and quit my comfy 9-7 job to build ""Official Black Wall Street,"" an app to help us find and support Black-owned businesses. The first app to alert users when they're near a Black-owned business."" - Mandy Bowman https://t.co/u81L8jOaMO","""A few months ago, I took a major leap of faith and quit my comfy 9-7 job to build ""Official Black Wall Street,"" an app to help us find and support Black-owned businesses. The first app to alert users when they're near a Black-owned business."" - Mandy Bowman",left,LeftTroll,IRAhandle_tweets_4.csv,Economy & Business,"['\\bbusiness\\b', '\\bbusinesses\\b', '\\bjob\\b']","['\\bbusiness\\b', '\\bbusinesses\\b', '\\bjob\\b']",[],[],30,,,
"“Winning, Winning, and more Winning… The stock market is up, jobs are increasing, salaries are increasing and... https://t.co/bJEMspJpmX","“Winning, Winning, and more Winning… The stock market is up, jobs are increasing, salaries are increasing and...",Right,RightTroll,IRAhandle_tweets_5.csv,Economy & Business,"['\\bmarket\\b', '\\bjobs\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bjobs\\b']",['\\bstock\\b'],[],22,,,
Rising US retail sales offer relief after weak jobs report  #business,Rising US retail sales offer relief after weak jobs report #business,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bjobs\\b', '\\bsales\\b']","['\\bbusiness\\b', '\\bjobs\\b', '\\bsales\\b']",[],[],30,,,
"U.S. economy added 173,000 jobs in August and the unemployment rate fell to 5.1%","U.S. economy added 173,000 jobs in August and the unemployment rate fell to 5.1%",Right,RightTroll,IRAhandle_tweets_4.csv,Economy & Business,"['\\beconomy\\b', '\\bjobs\\b', '\\bunemployment\\b']","['\\beconomy\\b', '\\bjobs\\b', '\\bunemployment\\b']",[],[],30,,,
"Toyota reports 14.5 pct drop in profit on yen, sales fall  #business","Toyota reports 14.5 pct drop in profit on yen, sales fall #business",local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']","['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']",[],[],30,,,
"Japan trade data, factory survey show economy weakening  #business","Japan trade data, factory survey show economy weakening #business",local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\beconomy\\b', '\\bbusiness\\b', '\\btrade\\b']","['\\beconomy\\b', '\\bbusiness\\b']",['\\btrade\\b'],[],22,,,
"Markets Right Now: Oil drop, weak earnings weigh on stocks  #business","Markets Right Now: Oil drop, weak earnings weigh on stocks #business",local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarkets\\b', '\\bstocks\\b']","['\\bbusiness\\b', '\\bmarkets\\b']",['\\bstocks\\b'],[],22,,,
Bay Area real estate: Coldwell Banker exec predicts upbeat 2016 market https://t.co/45dGie3ZU1 #business,Bay Area real estate: Coldwell Banker exec predicts upbeat 2016 market #business,local,NewsFeed,IRAhandle_tweets_6.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarket\\b', '\\breal estate\\b']","['\\bbusiness\\b', '\\bmarket\\b', '\\breal estate\\b']",[],[],30,,,
Markets Right Now: US stocks open broadly lower  #business,Markets Right Now: US stocks open broadly lower #business,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bmarkets\\b', '\\bstocks\\b']","['\\bbusiness\\b', '\\bmarkets\\b']",['\\bstocks\\b'],[],22,,,
RT Harlan: Can we just STOP w/ the Nazis?  All I care about: - Jobs - Economy - Trade - Infrastructure - Immigration - Regulations - Taxes …,RT Harlan: Can we just STOP w/ the Nazis? All I care about: - Jobs - Economy - Trade - Infrastructure - Immigration - Regulations - Taxes …,Right,RightTroll,IRAhandle_tweets_1.csv,Economy & Business,"['\\beconomy\\b', '\\bjobs\\b', '\\btrade\\b']","['\\beconomy\\b', '\\bjobs\\b']",['\\btrade\\b'],[],22,,,
#business Prime NKY real estate remains in limbo as state asks for higher price,#business Prime NKY real estate remains in limbo as state asks for higher price,local,NewsFeed,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bprice\\b', '\\breal estate\\b']","['\\bbusiness\\b', '\\bprice\\b', '\\breal estate\\b']",[],[],30,,,
China's trade shrinks in April in worrisome economic sign  #business,China's trade shrinks in April in worrisome economic sign #business,local,NewsFeed,IRAhandle_tweets_2.csv,Economy & Business,"['\\beconomic\\b', '\\bbusiness\\b', '\\btrade\\b']","['\\beconomic\\b', '\\bbusiness\\b']",['\\btrade\\b'],[],22,,,
"Obama stopped a 800K job loss per month,has had economy of 73 straight months of job creation, 15M jobs created, BUT 1000 CARRIER jobs! �","Obama stopped a 800K job loss per month,has had economy of 73 straight months of job creation, 15M jobs created, BUT 1000 CARRIER jobs! �",left,LeftTroll,IRAhandle_tweets_4.csv,Economy & Business,"['\\beconomy\\b', '\\bjobs\\b', '\\bjob\\b']","['\\beconomy\\b', '\\bjobs\\b', '\\bjob\\b']",[],[],30,,,
#topl RT MAGADreamer: AmericanMex067 Over 40 bills signed into law:✅ Deportations way up:✅ Stock market record high:✅ Best jobs report in 1…,#topl RT MAGADreamer: AmericanMex067 Over 40 bills signed into law:✅ Deportations way up:✅ Stock market record high:✅ Best jobs report in 1…,Right,RightTroll,IRAhandle_tweets_5.csv,Economy & Business,"['\\bmarket\\b', '\\bjobs\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bjobs\\b']",['\\bstock\\b'],[],22,,,
Every time Trump brags about how “great” he made the economy:  2014 (Obama): 2.6 million jobs added 2015 (Obama): 2.9 million jobs added 2016 (Obama): 2.5 million jobs added  2017 (Trump): 1.7 million jobs added  Tired of winning yet?,Every time Trump brags about how “great” he made the economy: 2014 (Obama): 2.6 million jobs added 2015 (Obama): 2.9 million jobs added 2016 (Obama): 2.5 million jobs added 2017 (Trump): 1.7 million jobs added Tired of winning yet?,left,LeftTroll,IRAhandle_tweets_4.csv,Economy & Business,"['\\beconomy\\b', '\\bjobs\\b', '\\bmillion\\b']","['\\beconomy\\b', '\\bjobs\\b']",['\\bmillion\\b'],[],22,,,
Oshkosh Corp. reports higher profit on military vehicle sales  #business,Oshkosh Corp. reports higher profit on military vehicle sales #business,local,NewsFeed,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']","['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']",[],[],30,,,
"Badger Meter posts record fourth-quarter sales, but profit dips  #business","Badger Meter posts record fourth-quarter sales, but profit dips #business",local,NewsFeed,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']","['\\bbusiness\\b', '\\bprofit\\b', '\\bsales\\b']",[],[],30,,,
Ramona Griggie launched Express Smile Home Teeth Whitening System. Her company made $1 million in revenue in the first 60 days of business. https://t.co/6zmVBYKEQ3,Ramona Griggie launched Express Smile Home Teeth Whitening System. Her company made $1 million in revenue in the first 60 days of business.,left,LeftTroll,IRAhandle_tweets_1.csv,Economy & Business,"['\\bbusiness\\b', '\\brevenue\\b', '\\bmillion\\b']","['\\bbusiness\\b', '\\brevenue\\b']",['\\bmillion\\b'],[],22,,,
"#top RT realDonaldTrump: Highest Stock Market EVER, best economic numbers in years, unemployment lowest in 17 years, wages raising, border …","#top RT realDonaldTrump: Highest Stock Market EVER, best economic numbers in years, unemployment lowest in 17 years, wages raising, border …",Right,RightTroll,IRAhandle_tweets_5.csv,Economy & Business,"['\\beconomic\\b', '\\bmarket\\b', '\\bunemployment\\b', '\\bstock\\b']","['\\beconomic\\b', '\\bmarket\\b', '\\bunemployment\\b']",['\\bstock\\b'],[],32,,,
"RR RT Brenda06135: If Russia Hacked Podesta, Then Russia Knew Hillary Used a Private Server to Email Obama https://t.co/KnnPycpXe4 via Huf…","RR RT Brenda06135: If Russia Hacked Podesta, Then Russia Knew Hillary Used a Private Server to Email Obama via Huf…",Right,RightTroll,IRAhandle_tweets_5.csv,Technology & Cyber,"['\\bhacked\\b', '\\bserver\\b']","['\\bhacked\\b', '\\bserver\\b']",[],[],20,,,
"Fake news media says the ""Russians"" hacked the DNC &amp; RNC but they weren't able to hack Crooked Hillary's unsecured server? Give me a break!","Fake news media says the ""Russians"" hacked the DNC and RNC but they weren't able to hack Crooked Hillary's unsecured server? Give me a break!",Right,RightTroll,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhack\\b', '\\bhacked\\b', '\\bserver\\b']","['\\bhack\\b', '\\bhacked\\b', '\\bserver\\b']",[],[],30,,,
Exactly! Let's not forget what WAS hacked!   �The DNC �Hillary Clintons Secret Server  All the illegal activity came from these two sources! https://t.co/EdocKulkO1,Exactly! Let's not forget what WAS hacked! �The DNC �Hillary Clintons Secret Server All the illegal activity came from these two sources!,Right,RightTroll,IRAhandle_tweets_3.csv,Technology & Cyber,"['\\bhacked\\b', '\\bserver\\b']","['\\bhacked\\b', '\\bserver\\b']",[],[],20,,,
"Have u heard, DHS (U.S. Department of Homeland Security) tried to hack Georgia's voter registration database to corrupt &amp; blame Russia/Putin https://t.co/ph0g7IHqyG","Have u heard, DHS (U.S. Department of Homeland Security) tried to hack Georgia's voter registration database to corrupt and blame Russia/Putin",left,LeftTroll,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bhack\\b', '\\bdatabase\\b']","['\\bhack\\b', '\\bdatabase\\b']",[],[],20,,,
Hackers Likely Stole #Hillary Classified Docs in 2014 Yahoo Breach https://t.co/5QZjMc1vhi @DRUDGE #hillaryemailscandal #Trump https://t.co/U7IYFuiDME,Hackers Likely Stole #Hillary Classified Docs in 2014 Yahoo Breach #hillaryemailscandal #Trump,Right,RightTroll,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bhackers\\b', '\\bbreach\\b']","['\\bhackers\\b', '\\bbreach\\b']",[],[],20,,,
Exclusive: Chinese hackers behind U.S. ransomware attacks - security firms  #tech,Exclusive: Chinese hackers behind U.S. ransomware attacks - security firms #tech,news,NewsFeed,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhackers\\b', '\\bransomware\\b']","['\\bhackers\\b', '\\bransomware\\b']",[],[],20,,,
BREAKING� FBI 99% sure AT LEAST 5 foreign nations hacked Hillary's server.  Vote Trump #PenceAMovie https://t.co/hXTFeOMblB,BREAKING� FBI 99% sure AT LEAST 5 foreign nations hacked Hillary's server. Vote Trump #PenceAMovie,Right,RightTroll,IRAhandle_tweets_8.csv,Technology & Cyber,"['\\bhacked\\b', '\\bserver\\b']","['\\bhacked\\b', '\\bserver\\b']",[],[],20,,,
Ransomware: Extortionist hackers borrow customer-service tactics  #tech,Ransomware: Extortionist hackers borrow customer-service tactics #tech,news,NewsFeed,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhackers\\b', '\\bransomware\\b']","['\\bhackers\\b', '\\bransomware\\b']",[],[],20,,,
"#hacked : https://t.co/BFQYqDGmFH Apple Devices Can't Be Hacked? Researchers Hack MacBook Pro, Hijack Touch Bar To Prove Point - Indiatime…","#hacked : Apple Devices Can't Be Hacked? Researchers Hack MacBook Pro, Hijack Touch Bar To Prove Point - Indiatime…",Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhack\\b', '\\bhacked\\b', '\\bapple\\b']","['\\bhack\\b', '\\bhacked\\b']",['\\bapple\\b'],[],22,,,
Ashley Madison hack: five people on getting caught up in the data breach,Ashley Madison hack: five people on getting caught up in the data breach,Koch,Fearmonger,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bhack\\b', '\\bbreach\\b']","['\\bhack\\b', '\\bbreach\\b']",[],[],20,,,
#politics Sanders campaign sues DNC after database breach,#politics Sanders campaign sues DNC after database breach,local,NewsFeed,IRAhandle_tweets_8.csv,Technology & Cyber,"['\\bdatabase\\b', '\\bbreach\\b']","['\\bdatabase\\b', '\\bbreach\\b']",[],[],20,,,
US would let Apple keep software to help FBI hack iPhone  #business,US would let Apple keep software to help FBI hack iPhone #business,local,NewsFeed,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bhack\\b', '\\bsoftware\\b', '\\biphone\\b', '\\bapple\\b']",['\\bhack\\b'],"['\\bsoftware\\b', '\\biphone\\b', '\\bapple\\b']",[],16,,,
#politics Official: Clinton server hacker to plead guilty,#politics Official: Clinton server hacker to plead guilty,local,NewsFeed,IRAhandle_tweets_8.csv,Technology & Cyber,"['\\bhacker\\b', '\\bserver\\b']","['\\bhacker\\b', '\\bserver\\b']",[],[],20,,,
"iPhone owners need to update to iOS 10.3 right now, or face this terrifying hack https://t.co/h3ihLZTOOS @DigitalReview_","iPhone owners need to update to iOS 10.3 right now, or face this terrifying hack",Right,RightTroll,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bhack\\b', '\\biphone\\b', '\\bios\\b']",['\\bhack\\b'],"['\\biphone\\b', '\\bios\\b']",[],14,,,
#Hillary: Obama WH Would Have Never Have Been Hacked if They'd Used my Server....... We REALLY Need to Bring This Bit** Down #WakeupAmerica,#Hillary: Obama WH Would Have Never Have Been Hacked if They'd Used my Server....... We REALLY Need to Bring This Bit** Down #WakeupAmerica,Right,RightTroll,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bhacked\\b', '\\bserver\\b']","['\\bhacked\\b', '\\bserver\\b']",[],[],20,,,
"Seeing as we now know CIA exploited evry device (iPhone,Android, SmartTV), do you think they've left our easily hacked votng machines alone?","Seeing as we now know CIA exploited evry device (iPhone,Android, SmartTV), do you think they've left our easily hacked votng machines alone?",Right,RightTroll,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bhacked\\b', '\\biphone\\b', '\\bandroid\\b']",['\\bhacked\\b'],"['\\biphone\\b', '\\bandroid\\b']",[],14,,,
#TopVideo Anthem hit by massive cybersecurity breach http://t.co/kEpORdgkYS,#TopVideo Anthem hit by massive cybersecurity breach,news,NewsFeed,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bbreach\\b']","['\\bcybersecurity\\b', '\\bbreach\\b']",[],[],20,,,
https://t.co/zwSIlM3fMA #Hack of 70M #prisonerPhone calls is biggest attorney-client privilege breach in #US history https://t.co/Wd75sv0cV5,#Hack of 70M #prisonerPhone calls is biggest attorney-client privilege breach in #US history,left,LeftTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bhack\\b', '\\bbreach\\b']","['\\bhack\\b', '\\bbreach\\b']",[],[],20,,,
"""This whole Russia nonsense is a hoax. We still to this day have not seen the DNC server that they claim was hacked"" https://t.co/eaBx2FVH4X","""This whole Russia nonsense is a hoax. We still to this day have not seen the DNC server that they claim was hacked""",Right,RightTroll,IRAhandle_tweets_6.csv,Technology & Cyber,"['\\bhacked\\b', '\\bserver\\b']","['\\bhacked\\b', '\\bserver\\b']",[],[],20,,,
Several Facebook accounts belonging to CNN were hacked by the now well known group known as OurMine.  #cybersecurity #hacked #security #iot https://t.co/9DbAZvFgc1,Several Facebook accounts belonging to CNN were hacked by the now well known group known as OurMine. #cybersecurity #hacked #security #iot,Right,RightTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bhacked\\b']","['\\bcybersecurity\\b', '\\bhacked\\b']",[],[],20,,,
Apple could use Brooklyn case to pursue details about FBI iPhone hack: source  #tech,Apple could use Brooklyn case to pursue details about FBI iPhone hack: source #tech,news,NewsFeed,IRAhandle_tweets_7.csv,Technology & Cyber,"['\\bhack\\b', '\\biphone\\b', '\\bapple\\b']",['\\bhack\\b'],"['\\biphone\\b', '\\bapple\\b']",[],14,,,
Vermont Electricity Department Finds Malware Linked to Russian Hackers - https://t.co/gtEHbWpeWu,Vermont Electricity Department Finds Malware Linked to Russian Hackers -,left,LeftTroll,IRAhandle_tweets_1.csv,Technology & Cyber,"['\\bmalware\\b', '\\bhackers\\b']","['\\bmalware\\b', '\\bhackers\\b']",[],[],20,,,
What Businesses Can Learn From the CIA Data Breach  https://t.co/prdj5jikni  #cybersecurity,What Businesses Can Learn From the CIA Data Breach #cybersecurity,Right,RightTroll,IRAhandle_tweets_4.csv,Technology & Cyber,"['\\bcybersecurity\\b', '\\bbreach\\b']","['\\bcybersecurity\\b', '\\bbreach\\b']",[],[],20,,,
Hackers can take over your PC by hacking wireless keyboards and mice from 100 meters - https://t.co/ynFeGib1se https://t.co/p87W1gwi4q,Hackers can take over your PC by hacking wireless keyboards and mice from 100 meters -,left,LeftTroll,IRAhandle_tweets_2.csv,Technology & Cyber,"['\\bhackers\\b', '\\bhacking\\b']","['\\bhackers\\b', '\\bhacking\\b']",[],[],20,,,
