content_raw,content_clean,language,account_type,account_category,post_type,retweet,source_file,provisional_label,keyword_hits,strong_hits,medium_hits,reject_hits,strong_hit_count,medium_hit_count,reject_hit_count,match_score,final_label,review_decision,review_notes
They're protesting in several cities (students that have been learning 'how-to' in their schools) apparently in... https://t.co/Hq3sY0lMNW,They're protesting in several cities (students that have been learning 'how-to' in their schools) apparently in...,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bschools\\b', '\\bstudents\\b']","['\\bschools\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
"Judge throws out Alabama teacher-student sex law, clears teacher accused of teen boy sex romps via the FoxNews app https://t.co/MYO6TKnpuu","Judge throws out Alabama teacher-student sex law, clears teacher accused of teen boy sex romps via the FoxNews app",English,Right,RightTroll,,0,IRAhandle_tweets_3.csv,Society & Health,"['\\bstudent\\b', '\\bteacher\\b']","['\\bstudent\\b', '\\bteacher\\b']",[],[],2,0,0,24,,,
"Savannah State University student was shot and killed in the school's student union building, a spokeswoman said","Savannah State University student was shot and killed in the school's student union building, a spokeswoman said",English,Right,RightTroll,,0,IRAhandle_tweets_4.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
SC Student Arrested For Recording School Cop’s Violent Assault on Classmate #BlackLivesMatter #blackpeopletwitter https://t.co/FEcKQXyTEh,SC Student Arrested For Recording School Cop’s Violent Assault on Classmate #BlackLivesMatter #blackpeopletwitter,English,left,LeftTroll,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
Pre-school teacher at @Childscourtyard Nancy Salem @fancynancyxxo tells her “baby girl” to KILL SOME JEWS? PLEASE RT https://t.co/pHf7li6tMr https://t.co/ifjv9fFJJY,Pre-school teacher at Nancy Salem tells her “baby girl” to KILL SOME JEWS? PLEASE RT,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bschool\\b', '\\bteacher\\b']","['\\bschool\\b', '\\bteacher\\b']",[],[],2,0,0,24,,,
#WTF? Look Who LIBERAL Middlebury Professor Is Blaming After She Was Sent To Hospital By Mob Of Leftist Students https://t.co/peAfj2lIh5,#WTF? Look Who LIBERAL Middlebury Professor Is Blaming After She Was Sent To Hospital By Mob Of Leftist Students,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Society & Health,"['\\bhospital\\b', '\\bstudents\\b']","['\\bhospital\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
When we told Fed Dept of Ed officials that a HS student shot by a School Resource Officer in Nevada yesterday. https://t.co/oFeBQAa7xE,When we told Fed Dept of Ed officials that a HS student shot by a School Resource Officer in Nevada yesterday.,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
"Teachers for teaching children that would be good for a change , instead of teachers for refugees your there to teach not preach ?","Teachers for teaching children that would be good for a change , instead of teachers for refugees your there to teach not preach ?",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Society & Health,"['\\bteachers\\b', '\\bchildren\\b']","['\\bteachers\\b', '\\bchildren\\b']",[],[],2,0,0,24,,,
"Medical school budget cuts could hurt health care work force, recruitment  #politics","Medical school budget cuts could hurt health care work force, recruitment #politics",English,local,NewsFeed,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bhealth\\b', '\\bschool\\b']","['\\bhealth\\b', '\\bschool\\b']",[],[],2,0,0,24,,,
"Friends, family, strangers pay respects to six Malone children who died in Northeast B... https://t.co/5EyA2tzp0t https://t.co/1MvT8H1e4P","Friends, family, strangers pay respects to six Malone children who died in Northeast B...",English,local,NewsFeed,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bchildren\\b', '\\bfamily\\b']","['\\bchildren\\b', '\\bfamily\\b']",[],[],2,0,0,24,,,
School presentations that kept it too real. These students aren't gonna be doing anymore assignments. https://t.co/4dy22qNl6G,School presentations that kept it too real. These students aren't gonna be doing anymore assignments.,English,left,LeftTroll,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudents\\b']","['\\bschool\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
I just signed @deray's petition to fire the Baltimore officer who assaulted a student at school. Add your name: https://t.co/yK7nWTR2PZ,I just signed 's petition to fire the Baltimore officer who assaulted a student at school. Add your name:,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_3.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
TEACHER CALLS POLICE: Student Keeps Repeating 'Allah' and 'Boom' In Classroom https://t.co/9Q4U6Flo0O via @100percFEDUP,TEACHER CALLS POLICE: Student Keeps Repeating 'Allah' and 'Boom' In Classroom via,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Society & Health,"['\\bstudent\\b', '\\bteacher\\b']","['\\bstudent\\b', '\\bteacher\\b']",[],[],2,0,0,24,,,
"Alyssa H. Dunn, Asst. Prof. of Teacher Education at MSU, on teaching white sons to know that #BlackLivesMatter https://t.co/nfvt6uSYVh","Alyssa H. Dunn, Asst. Prof. of Teacher Education at MSU, on teaching white sons to know that #BlackLivesMatter",English,left,LeftTroll,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\beducation\\b', '\\bteacher\\b']","['\\beducation\\b', '\\bteacher\\b']",[],[],2,0,0,24,,,
"""@unrwa teaches 9yr old children to become suicide bombers in their schools they teach children that's how to liberate themselves""Bassam Eid",""" teaches 9yr old children to become suicide bombers in their schools they teach children that's how to liberate themselves""Bassam Eid",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bschools\\b', '\\bchildren\\b']","['\\bschools\\b', '\\bchildren\\b']",[],[],2,0,0,24,,,
San Jose: Seven taken to hospital after spill of dental chemical at health center  #SanJose,San Jose: Seven taken to hospital after spill of dental chemical at health center #SanJose,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bhealth\\b', '\\bhospital\\b']","['\\bhealth\\b', '\\bhospital\\b']",[],[],2,0,0,24,,,
"Cheap,inexperienced, underprotected temp teachers MIGHT successfully  indoctrinate children 4 a world that serves 1%. Is that ""achievement""?","Cheap,inexperienced, underprotected temp teachers MIGHT successfully indoctrinate children 4 a world that serves 1%. Is that ""achievement""?",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Society & Health,"['\\bteachers\\b', '\\bchildren\\b']","['\\bteachers\\b', '\\bchildren\\b']",[],[],2,0,0,24,,,
Texas school district displays sign warning that teachers may have guns https://t.co/rxXNQANaR3 #breaking,Texas school district displays sign warning that teachers may have guns #breaking,English,local,NewsFeed,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bteachers\\b']","['\\bschool\\b', '\\bteachers\\b']",[],[],2,0,0,24,,,
Say a prayer for the family #JermaineClaybrooks who was murdered by cops in #Milwaukee We need to help these families get the truth out. https://t.co/4WeEs3kXBq,Say a prayer for the family #JermaineClaybrooks who was murdered by cops in #Milwaukee We need to help these families get the truth out.,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_3.csv,Society & Health,"['\\bfamily\\b', '\\bfamilies\\b']","['\\bfamily\\b', '\\bfamilies\\b']",[],[],2,0,0,24,,,
#health Jahi McMath: Family sues in federal court to have brain-dead girl declared alive,#health Jahi McMath: Family sues in federal court to have brain-dead girl declared alive,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bhealth\\b', '\\bfamily\\b']","['\\bhealth\\b', '\\bfamily\\b']",[],[],2,0,0,24,,,
Tennessee teacher arrested in NorCal after allegedly kidnapping student; girl found safe https://t.co/rPbh6BbYDw https://t.co/kCoaal4MnV,Tennessee teacher arrested in NorCal after allegedly kidnapping student; girl found safe,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bstudent\\b', '\\bteacher\\b']","['\\bstudent\\b', '\\bteacher\\b']",[],[],2,0,0,24,,,
Education experts discuss issues around desegregating schools after Baltimore Sun seri... https://t.co/iDbH3shWFb https://t.co/8cnIhWPUyo,Education experts discuss issues around desegregating schools after Baltimore Sun seri...,English,local,NewsFeed,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschools\\b', '\\beducation\\b']","['\\bschools\\b', '\\beducation\\b']",[],[],2,0,0,24,,,
Married 27-Year-Old Teacher Charged With Having Sexual Relationship With 17-Year-Old Student https://t.co/EvdXdsrfnn,Married 27-Year-Old Teacher Charged With Having Sexual Relationship With 17-Year-Old Student,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bstudent\\b', '\\bteacher\\b']","['\\bstudent\\b', '\\bteacher\\b']",[],[],2,0,0,24,,,
Evanston High School Dist. 202 approves changes on transgender student access to locker rooms https://t.co/MMeuxJrdz5 https://t.co/qvYBoFtUyP,Evanston High School Dist. 202 approves changes on transgender student access to locker rooms,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
"Here is short list of those who actually did something to save the children of Florida shooting: Aaron Feis who shielded the students, Scott Beigel who let the students in the classroom and Anthony Borges who covered his friends with his body. They will always be remembered. #FL","Here is short list of those who actually did something to save the children of Florida shooting: Aaron Feis who shielded the students, Scott Beigel who let the students in the classroom and Anthony Borges who covered his friends with his body. They will always be remembered. #FL",English,left,LeftTroll,,0,IRAhandle_tweets_3.csv,Society & Health,"['\\bstudents\\b', '\\bchildren\\b']","['\\bstudents\\b', '\\bchildren\\b']",[],[],2,0,0,24,,,
Better than vaccines? Vitamin D found to be powerful prevention vs. colds and flu https://t.co/uWf3zDImqq #antivax #nutrition #health https://t.co/FDM2Na7qQW,Better than vaccines? Vitamin D found to be powerful prevention vs. colds and flu #antivax #nutrition #health,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Society & Health,"['\\bhealth\\b', '\\bflu\\b']","['\\bhealth\\b', '\\bflu\\b']",[],[],2,0,0,24,,,
Parent at Middle School in Granada Hills Arrested on Suspicion of Inappropriate Contact With Student Following F... https://t.co/bnn3DVPfUV https://t.co/19jOPNCfId,Parent at Middle School in Granada Hills Arrested on Suspicion of Inappropriate Contact With Student Following F...,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
DPS closes 94 schools due to teacher sickout: Emergency manager’s warning that district will run ou... https://t.co/TaH4WS80ku #breaking,DPS closes 94 schools due to teacher sickout: Emergency manager’s warning that district will run ou... #breaking,English,local,NewsFeed,,0,IRAhandle_tweets_3.csv,Society & Health,"['\\bschools\\b', '\\bteacher\\b']","['\\bschools\\b', '\\bteacher\\b']",[],[],2,0,0,24,,,
Education in a #policestate: #Baltimore #cop beats student for not having hall pass #ACAB https://t.co/JTx47Q2xBs,Education in a #policestate: #Baltimore #cop beats student for not having hall pass #ACAB,English,left,LeftTroll,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bstudent\\b', '\\beducation\\b']","['\\bstudent\\b', '\\beducation\\b']",[],[],2,0,0,24,,,
No mistake that scores of public schools have been closed while Urban Prep (a public charter school) has been nationally recognized...,No mistake that scores of public schools have been closed while Urban Prep (a public charter school) has been nationally recognized...,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bschool\\b', '\\bschools\\b']","['\\bschool\\b', '\\bschools\\b']",[],[],2,0,0,24,,,
"The Palestinian terrorists that murdered 23 year old British student, his family will receive a monthly salary from UK, US &amp; EU aid money. https://t.co/4s3pP06Met","The Palestinian terrorists that murdered 23 year old British student, his family will receive a monthly salary from UK, US and EU aid money.",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bstudent\\b', '\\bfamily\\b']","['\\bstudent\\b', '\\bfamily\\b']",[],[],2,0,0,24,,,
The 25-year-old Elementary School tutor is facing charges for assaulting a 7-year-old Baltimore student.  https://t.co/KmuGpfXJQe,The 25-year-old Elementary School tutor is facing charges for assaulting a 7-year-old Baltimore student.,English,left,LeftTroll,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
"Middle School Teacher Killed, 4 Injured Tuesday In 3-Car Collision In Pleasanton https://t.co/hxwtxNUNfY https://t.co/QPrDAc8mfh","Middle School Teacher Killed, 4 Injured Tuesday In 3-Car Collision In Pleasanton",English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bschool\\b', '\\bteacher\\b']","['\\bschool\\b', '\\bteacher\\b']",[],[],2,0,0,24,,,
Foundation program teaches Denver grade school students language and life skills https://t.co/1OIalCiL1I https://t.co/RB7qWqOyQ8,Foundation program teaches Denver grade school students language and life skills,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bschool\\b', '\\bstudents\\b']","['\\bschool\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
Family cancels funeral for CSU Bakersfield student after rescue teams ID wrong victim https://t.co/gU0a8jZpUI https://t.co/8ZuMdpidnx,Family cancels funeral for CSU Bakersfield student after rescue teams ID wrong victim,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bstudent\\b', '\\bfamily\\b']","['\\bstudent\\b', '\\bfamily\\b']",[],[],2,0,0,24,,,
BREAKING: High School Student Confronted for Wearing #HillaryForPrison T-Shirt #Infowars https://t.co/twcxrSly5b https://t.co/MxBpuloU1H,BREAKING: High School Student Confronted for Wearing #HillaryForPrison T-Shirt #Infowars,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
"LeBron James announced that his foundation plans to open a public school in his hometown of Akron, Ohio for academically at-risk students https://t.co/lL3jZy8e8e","LeBron James announced that his foundation plans to open a public school in his hometown of Akron, Ohio for academically at-risk students",English,left,LeftTroll,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudents\\b']","['\\bschool\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
"me: walking the kids to school, green living, health is wealth  me after 10 minutes: where is my car?","me: walking the kids to school, green living, health is wealth me after 10 minutes: where is my car?",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Society & Health,"['\\bhealth\\b', '\\bschool\\b']","['\\bhealth\\b', '\\bschool\\b']",[],[],2,0,0,24,,,
"Detroit teens smoke less than other cities, report says: It says 3.4 percent of high school student... https://t.co/80xutlQ9uO #breaking","Detroit teens smoke less than other cities, report says: It says 3.4 percent of high school student... #breaking",English,local,NewsFeed,,0,IRAhandle_tweets_3.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
"If the Walton family can receive billions in taxpayer subsidies, maybe it's OK for working people to get health care and paid family leave.","If the Walton family can receive billions in taxpayer subsidies, maybe it's OK for working people to get health care and paid family leave.",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Society & Health,"['\\bhealth\\b', '\\bfamily\\b']","['\\bhealth\\b', '\\bfamily\\b']",[],[],2,0,0,24,,,
Community organizations team up with Paramount  to send thousands of families to see 'Fences' https://t.co/DvmSB7FpDL https://t.co/59VMyTDmzx,Community organizations team up with Paramount to send thousands of families to see 'Fences',English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bfamilies\\b', '\\bcommunity\\b']","['\\bfamilies\\b', '\\bcommunity\\b']",[],[],2,0,0,24,,,
Wow: Four Schools In London Have Banned Muslim Students From Fasting During Ramadan http://t.co/Fyxz9zb2cd,Wow: Four Schools In London Have Banned Muslim Students From Fasting During Ramadan,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Society & Health,"['\\bschools\\b', '\\bstudents\\b']","['\\bschools\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
"In a major win for teachers unions, state Supreme Court lets teacher tenure ruling stand https://t.co/fjAZ699ufG","In a major win for teachers unions, state Supreme Court lets teacher tenure ruling stand",English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bteacher\\b', '\\bteachers\\b']","['\\bteacher\\b', '\\bteachers\\b']",[],[],2,0,0,24,,,
Herpes scare: High school wrestler infected with virus urges delay of state championship meet  #SanJose,Herpes scare: High school wrestler infected with virus urges delay of state championship meet #SanJose,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bvirus\\b', '\\bschool\\b']","['\\bvirus\\b', '\\bschool\\b']",[],[],2,0,0,24,,,
Happy Thanksgiving @BenardDreyer My family is in hospital too! Screw this shit! #Walmart #Turkey #USDA #KochFarms https://t.co/IxAx7TDAiR,Happy Thanksgiving My family is in hospital too! Screw this shit! #Walmart #Turkey #USDA #KochFarms,English,Koch,Fearmonger,,0,IRAhandle_tweets_3.csv,Society & Health,"['\\bhospital\\b', '\\bfamily\\b']","['\\bhospital\\b', '\\bfamily\\b']",[],[],2,0,0,24,,,
18-year-old Whittier high school student dies in hiking accident day before graduation https://t.co/gIij3reVuI https://t.co/DNxyCDZmPr,18-year-old Whittier high school student dies in hiking accident day before graduation,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
New Mexico has outlawed the shaming of children whose parents are behind on school lunch payments https://t.co/caPLQvwgwn,New Mexico has outlawed the shaming of children whose parents are behind on school lunch payments,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bschool\\b', '\\bchildren\\b']","['\\bschool\\b', '\\bchildren\\b']",[],[],2,0,0,24,,,
'@BenardDreyer My family is in hospital too! Screw this shit! #Walmart #Turkey #USDA #KochFarms https://t.co/tWF24wxfUw',' My family is in hospital too! Screw this shit! #Walmart #Turkey #USDA #KochFarms,English,Koch,Fearmonger,,0,IRAhandle_tweets_3.csv,Society & Health,"['\\bhospital\\b', '\\bfamily\\b']","['\\bhospital\\b', '\\bfamily\\b']",[],[],2,0,0,24,,,
#health Concussions: Former NFL players sound off on head injuries during East Bay school forum,#health Concussions: Former NFL players sound off on head injuries during East Bay school forum,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bhealth\\b', '\\bschool\\b']","['\\bhealth\\b', '\\bschool\\b']",[],[],2,0,0,24,,,
Teachers on leave for 'Day Without Immigrants' posts reveling in student absences - Washington Times https://t.co/fFgBP3Xiqh,Teachers on leave for 'Day Without Immigrants' posts reveling in student absences - Washington Times,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bstudent\\b', '\\bteachers\\b']","['\\bstudent\\b', '\\bteachers\\b']",[],[],2,0,0,24,,,
GOP just voted against CHIP - the health insurance program for children. They just voted to take away coverage from children. #voterama,GOP just voted against CHIP - the health insurance program for children. They just voted to take away coverage from children. #voterama,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bhealth\\b', '\\bchildren\\b']","['\\bhealth\\b', '\\bchildren\\b']",[],[],2,0,0,24,,,
This is why we need vouchers! Parents outraged by video of Bangor School staff's   vulgar comments about students https://t.co/lQsvitXho3,This is why we need vouchers! Parents outraged by video of Bangor School staff's vulgar comments about students,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bschool\\b', '\\bstudents\\b']","['\\bschool\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
CPS proposes closing 3 schools that district says have no students enrolled this year https://t.co/5IyZx257XL https://t.co/qP3HVepDkB,CPS proposes closing 3 schools that district says have no students enrolled this year,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bschools\\b', '\\bstudents\\b']","['\\bschools\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
"Victim dies at Children’s Hospital after southwest Columbus, Ohio shooting, three others injured https://t.co/DrAxpjVUBk","Victim dies at Children’s Hospital after southwest Columbus, Ohio shooting, three others injured",English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bhospital\\b', '\\bchildren\\b']","['\\bhospital\\b', '\\bchildren\\b']",[],[],2,0,0,24,,,
"I say it over and over, and I will say it again. Our children know how much we value them by the schools we build for them.  https://t.co/HHxbQkSu1c","I say it over and over, and I will say it again. Our children know how much we value them by the schools we build for them.",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bschools\\b', '\\bchildren\\b']","['\\bschools\\b', '\\bchildren\\b']",[],[],2,0,0,24,,,
"Despite protest of teachers union, Baltimore schools to issue layoff notices today https://t.co/8L4z08JmjW","Despite protest of teachers union, Baltimore schools to issue layoff notices today",English,local,NewsFeed,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschools\\b', '\\bteachers\\b']","['\\bschools\\b', '\\bteachers\\b']",[],[],2,0,0,24,,,
Arkansas school under fire for requiring only Black students to attend anti-gang assembly  https://t.co/9FTXB19d3p https://t.co/UVof4DImOM,Arkansas school under fire for requiring only Black students to attend anti-gang assembly,English,left,LeftTroll,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudents\\b']","['\\bschool\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
“I'll knock your f*ckin' teeth down your throat.” A high school is being investigated for abuses against students. https://t.co/c3Y3j7UqkI,“I'll knock your f*ckin' teeth down your throat.” A high school is being investigated for abuses against students.,English,left,LeftTroll,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bschool\\b', '\\bstudents\\b']","['\\bschool\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
Police locate body of a High School student found shot in the front yard of a College ... https://t.co/TeNMWbqVNu https://t.co/tmZ1yJslkI,Police locate body of a High School student found shot in the front yard of a College ...,English,local,NewsFeed,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
#Migrant #Calais children arrive in #Ealing and put into foster care. So no family relative??? No Lily Allen fund???  https://t.co/xZh9ULvNxM,#Migrant #Calais children arrive in #Ealing and put into foster care. So no family relative??? No Lily Allen fund???,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Society & Health,"['\\bchildren\\b', '\\bfamily\\b']","['\\bchildren\\b', '\\bfamily\\b']",[],[],2,0,0,24,,,
"High school student's pig found tortured, hanged on campus in Central California https://t.co/SecVKhTlB7 https://t.co/3s8aFE4K0d","High school student's pig found tortured, hanged on campus in Central California",English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
Students are unhappy with new school regulations that ban natural Black hairstyles.   https://t.co/eWJfsURAXQ https://t.co/GfB3FzLJtu,Students are unhappy with new school regulations that ban natural Black hairstyles.,English,left,LeftTroll,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudents\\b']","['\\bschool\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
Public School Children Learn the 5 Pillars of Islam and not the 10 Commandments? https://t.co/943gcHUc96 via @conservativebyt,Public School Children Learn the 5 Pillars of Islam and not the 10 Commandments? via,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_4.csv,Society & Health,"['\\bschool\\b', '\\bchildren\\b']","['\\bschool\\b', '\\bchildren\\b']",[],[],2,0,0,24,,,
Russian high-school student invents LED ‘mouse-sandal’ for people who have no hands https://t.co/1Ntg599GGA,Russian high-school student invents LED ‘mouse-sandal’ for people who have no hands,English,Russian,NonEnglish,RETWEET,1,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudent\\b']","['\\bschool\\b', '\\bstudent\\b']",[],[],2,0,0,24,,,
‘It’s my job to save them:’ school bus driver pulls 20 children from burning vehicle. GOD BLESS Renita Smith �� https://t.co/Ze7qKT7Y7h,‘It’s my job to save them:’ school bus driver pulls 20 children from burning vehicle. GOD BLESS Renita Smith ��,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bchildren\\b']","['\\bschool\\b', '\\bchildren\\b']",[],[],2,0,0,24,,,
"More than 2,000 Boston public school students walk out of class to protest budget cuts  https://t.co/TvbtmNXhdR https://t.co/ECvZLtoIqj","More than 2,000 Boston public school students walk out of class to protest budget cuts",English,left,LeftTroll,,0,IRAhandle_tweets_1.csv,Society & Health,"['\\bschool\\b', '\\bstudents\\b']","['\\bschool\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
'@djolder https://t.co/MJifbgzSoT  A channel centered on helping high school students matriculate to college.   I'd love a RT! #HowardU ✨ https://t.co/DSTW4GfdGm',' A channel centered on helping high school students matriculate to college. I'd love a RT! #HowardU ✨,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_3.csv,Society & Health,"['\\bschool\\b', '\\bstudents\\b']","['\\bschool\\b', '\\bstudents\\b']",[],[],2,0,0,24,,,
Foke Unemployment falls AGAIN as Britain's jobs market shows no signs of Brexit slowdown https://t.co/5Jnihf4O9v #Foke,Foke Unemployment falls AGAIN as Britain's jobs market shows no signs of Brexit slowdown #Foke,English,news,NewsFeed,,0,IRAhandle_tweets_3.csv,Economy & Business,"['\\bmarket\\b', '\\bjobs\\b']","['\\bmarket\\b', '\\bjobs\\b']",[],[],2,0,0,24,,,
"If one is starting off with only 5 lakh portfolio, should one hold only a couple of stocks?! Trade off between risk 's reward?! @spriyankar","If one is starting off with only 5 lakh portfolio, should one hold only a couple of stocks?! Trade off between risk 's reward?!",English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bstocks\\b', '\\btrade\\b']","['\\bstocks\\b', '\\btrade\\b']",[],[],2,0,0,24,,,
"The @SenateGOP tax plan will provide middle class families with the tax relief they deserve, create jobs, and grow our economy. Thank you @SenJohnMccain  for supporting #taxcuts! https://t.co/71HKfvAatH","The tax plan will provide middle class families with the tax relief they deserve, create jobs, and grow our economy. Thank you for supporting #taxcuts!",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Economy & Business,"['\\beconomy\\b', '\\bjobs\\b']","['\\beconomy\\b', '\\bjobs\\b']",[],[],2,0,0,24,,,
Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....,Stock market hit yet another all-time record high yesterday. There is great confidence in the moves that my Administration....,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bstock\\b']",[],[],2,0,0,24,,,
Smartest little mac. Kills both my stocks. but kills him self before my last stock is gone. @DiceRetroGamer @Siyana63 http://t.co/3dptgyfDsp,Smartest little mac. Kills both my stocks. but kills him self before my last stock is gone.,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bstock\\b', '\\bstocks\\b']","['\\bstock\\b', '\\bstocks\\b']",[],[],2,0,0,24,,,
